[2026-07-07 11:49:50.980138] [tm_devices] [   DEBUG] timezone==America/New_York
[2026-07-07 11:49:50.981186] [tm_devices] [   DEBUG] tm_devices==3.6.1
[2026-07-07 11:49:50.981337] [tm_devices] [    INFO] Opening DeviceManager
[2026-07-07 11:49:50.981802] [tm_devices] [ WARNING] An unsupported device type is being added to the DeviceManager. Not all functionality will be available in the device driver. Please consider contributing to tm_devices to implement official support for this device type.
[2026-07-07 11:49:50.981895] [tm_devices] [    INFO] Creating Connection to UNSUPPORTED 1
[2026-07-07 11:49:51.361598] [tm_devices] [   DEBUG] SCOPE VISA timeout set to: 5000.000ms
[2026-07-07 11:49:51.523999] [tm_devices] [    INFO] (SCOPE 1) Query >>  'HORizontal:RECOrdlength?'
[2026-07-07 11:49:51.553842] [tm_devices] [    INFO] Response from 'HORizontal:RECOrdlength?' >>  '125000'
[2026-07-07 11:49:51.554129] [tm_devices] [    INFO] (SCOPE 1) Write >>  'DATa:STARt 1'
[2026-07-07 11:49:51.578940] [tm_devices] [    INFO] (SCOPE 1) Write >>  'DATa:STOP 125000'
[2026-07-07 11:49:51.604952] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:XINcr?'
[2026-07-07 11:49:51.791596] [tm_devices] [    INFO] Response from 'WFMPre:XINcr?' >>  '3.2000E-6'
[2026-07-07 11:49:51.791911] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:XZEro?'
[2026-07-07 11:49:51.977299] [tm_devices] [    INFO] Response from 'WFMPre:XZEro?' >>  '-200.0000E-3'
[2026-07-07 11:49:51.977678] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:PT_Off?'
[2026-07-07 11:49:52.000841] [tm_devices] [    INFO] Response from 'WFMPre:PT_Off?' >>  '0'
[2026-07-07 11:49:52.001270] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:YMUlt?'
[2026-07-07 11:49:52.178382] [tm_devices] [    INFO] Response from 'WFMPre:YMUlt?' >>  '1.5625E-3'
[2026-07-07 11:49:52.178641] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:YOFf?'
[2026-07-07 11:49:52.386640] [tm_devices] [    INFO] Response from 'WFMPre:YOFf?' >>  '16.7680E+3'
[2026-07-07 11:49:52.386944] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:YZEro?'
[2026-07-07 11:49:52.574629] [tm_devices] [    INFO] Response from 'WFMPre:YZEro?' >>  '0.0E+0'
[2026-07-07 11:49:52.574947] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:YUNit?'
[2026-07-07 11:49:52.749070] [tm_devices] [    INFO] Response from 'WFMPre:YUNit?' >>  '"V"'
[2026-07-07 11:49:52.749412] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:XUNit?'
[2026-07-07 11:49:52.955931] [tm_devices] [    INFO] Response from 'WFMPre:XUNit?' >>  '"s"'
[2026-07-07 11:49:52.956289] [tm_devices] [    INFO] (SCOPE 1) Query Binary Values >>  'CURVe?'
