[2026-07-07 13:22:29.518759] [tm_devices] [   DEBUG] timezone==America/New_York
[2026-07-07 13:22:29.520700] [tm_devices] [   DEBUG] tm_devices==3.6.1
[2026-07-07 13:22:29.520961] [tm_devices] [    INFO] Opening DeviceManager
[2026-07-07 13:22:29.522495] [tm_devices] [ WARNING] An unsupported device type is being added to the DeviceManager. Not all functionality will be available in the device driver. Please consider contributing to tm_devices to implement official support for this device type.
[2026-07-07 13:22:29.523364] [tm_devices] [    INFO] Creating Connection to UNSUPPORTED 1
[2026-07-07 13:22:29.901239] [tm_devices] [   DEBUG] SCOPE VISA timeout set to: 5000.000ms
[2026-07-07 13:22:30.332832] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:XZEro?'
[2026-07-07 13:22:30.480744] [tm_devices] [    INFO] Response from 'WFMPre:XZEro?' >>  '-500.0000E-3'
[2026-07-07 13:22:30.482131] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:PT_Off?'
[2026-07-07 13:22:30.505736] [tm_devices] [    INFO] Response from 'WFMPre:PT_Off?' >>  '0'
[2026-07-07 13:22:30.506824] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:YMUlt?'
[2026-07-07 13:22:30.646420] [tm_devices] [    INFO] Response from 'WFMPre:YMUlt?' >>  '156.2500E-6'
[2026-07-07 13:22:30.648156] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:YOFf?'
[2026-07-07 13:22:30.796059] [tm_devices] [    INFO] Response from 'WFMPre:YOFf?' >>  '23.0400E+3'
[2026-07-07 13:22:30.797395] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:YZEro?'
[2026-07-07 13:22:30.937222] [tm_devices] [    INFO] Response from 'WFMPre:YZEro?' >>  '0.0E+0'
[2026-07-07 13:22:30.938499] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:YUNit?'
[2026-07-07 13:22:31.088802] [tm_devices] [    INFO] Response from 'WFMPre:YUNit?' >>  '"V"'
[2026-07-07 13:22:31.090104] [tm_devices] [    INFO] (SCOPE 1) Query >>  'WFMPre:XUNit?'
[2026-07-07 13:22:31.238014] [tm_devices] [    INFO] Response from 'WFMPre:XUNit?' >>  '"s"'
[2026-07-07 13:22:31.239494] [tm_devices] [    INFO] (SCOPE 1) Query Binary Values >>  'CURVe?'
