Time (s),CH1_Raw (V),CH1_Filtered (V),CH2_Raw (V),CH2_Filtered (V),CH4_Raw (V),CH4_Filtered (V)
-0.5,-3.92,-3.9205024222993887,3.3,3.2999491216664087,0.006666666666666667,0.006631632444181416
-0.499992,-3.88,-3.92016198584798,3.3,3.298776840124448,0.006666666666666667,0.006627766971801305
-0.499984,-3.92,-3.919807979899776,3.26,3.297602744223924,0.006666666666666667,0.006624435325804519
-0.499976,-3.92,-3.91944338377674,3.3,3.2964452400087567,0.006666666666666667,0.00662179443115264
-0.499968,-3.92,-3.9190711503543634,3.26,3.2953222412043894,0.006666666666666667,0.006620003416036973
-0.49996,-3.92,-3.9186941651843608,3.3,3.29425075203182,0.006666666666666667,0.006619219772128019
-0.499952,-3.92,-3.918315214478544,3.3,3.293246493995755,0.006666666666666667,0.00661959507442096
-0.499944,-3.92,-3.9179369599464495,3.26,3.2923235847031167,0.006666666666666667,0.006621270317101932
-0.499936,-3.92,-3.9175619183600734,3.3,3.291494272270699,0.006666666666666667,0.006624370939063862
-0.499928,-3.92,-3.9171924441530153,3.3,3.290768725605457,0.006666666666666667,0.006629001630143588
-0.49992,-3.92,-3.9168307139958785,3.3,3.2901548783508705,0.006666666666666667,0.00663524102640099
-0.499912,-3.92,-3.9164787130660015,3.3,3.289658322558056,0.006666666666666667,0.006643136419332184
-0.499904,-3.92,-3.916138223646125,3.3,3.2892822479505948,0.006666666666666667,0.006652698619273065
-0.499896,-3.88,-3.9158108176827966,3.26,3.289027424381272,0.006666666666666667,0.006663897126840023
-0.499888,-3.92,-3.9154978556548334,3.26,3.28889222774384,0.006666666666666667,0.006676655777477035
-0.49988,-3.92,-3.915200493776158,3.3,3.2888727112762446,0.006666666666666667,0.006690849032422422
-0.499872,-3.92,-3.914919699710568,3.3,3.288962723239344,0.006666666666666667,0.006706299094061505
-0.499864,-3.92,-3.914656274427782,3.3,3.2891540686266008,0.006666666666666667,0.006722774024094177
-0.499856,-3.92,-3.914410876223676,3.26,3.289436709225221,0.006666666666666667,0.0067399870386491935
-0.499848,-3.92,-3.914184043081301,3.3,3.289798995084474,0.006666666666666667,0.006757597144899153
-0.49984,-3.92,-3.913976210986104,3.3,3.290227920799868,0.006666666666666667,0.006775211268418025
-0.499832,-3.92,-3.91378772775656,3.3,3.290709400247548,0.006666666666666667,0.00679238799911133
-0.499824,-3.88,-3.9136188639916374,3.3,3.2912285531735805,0.006666666666666667,0.006808643055779415
-0.499816,-3.92,-3.913469824449765,3.3,3.2917699975645944,0.006666666666666667,0.006823456535116829
-0.499808,-3.92,-3.9133407637880016,3.26,3.2923181436812774,0.006666666666666667,0.006836281970221777
-0.4998,-3.88,-3.9132318095676255,3.3,3.292857488180852,0.006666666666666667,0.006846557176669865
-0.499792,-3.92,-3.913143093237008,3.3,3.293372908343969,0.006666666666666667,0.006853716811256293
-0.499784,-3.92,-3.913074787310223,3.26,3.2938499561641286,0.006666666666666667,0.0068572065101831295
-0.499776,-3.92,-3.9130271445159366,3.3,3.2942751503632417,0.006666666666666667,0.006856498410518365
-0.499768,-3.92,-3.913000532641448,3.3,3.294636262151694,0.006666666666666667,0.0068511077921425976
-0.49976,-3.92,-3.91299545801692,3.3,3.294922588117114,0.006666666666666667,0.006840610508297524
-0.499752,-3.92,-3.9130125715378896,3.3,3.2951252013705363,0.006666666666666667,0.006824660802630129
-0.499744,-3.92,-3.913052653272652,3.3,3.2952371709037886,0.006666666666666667,0.006803009040853378
-0.499736,-3.92,-3.913116574271456,3.3,3.295253739512445,0.006666666666666667,0.0067755188175595525
-0.499728,-3.92,-3.9132052368254584,3.3,3.2951724521121046,0.006666666666666667,0.006742182835220897
-0.49972,-3.88,-3.913319496988661,3.3,3.294993228087572,0.006666666666666667,0.006703136895012272
-0.499712,-3.92,-3.9134600753138575,3.3,3.2947183731447756,0.006666666666666667,0.006658671289898265
-0.499704,-3.92,-3.913627462689525,3.3,3.2943525279602244,0.006666666666666667,0.006609238851593987
-0.499696,-3.92,-3.9138218274181535,3.3,3.293902552778356,0.006666666666666667,0.006555458876683878
-0.499688,-3.92,-3.914042928062648,3.3,3.293377349029439,0.006666666666666667,0.006498116145460157
-0.49968,-3.88,-3.9142900356856978,3.3,3.2927876210647646,0.006666666666666667,0.006438154251903239
-0.499672,-3.92,-3.9145618693786,3.3,3.2921455832652646,0.02,0.006376662506105446
-0.499664,-3.92,-3.914856549174444,3.3,3.29146462010532,0.006666666666666667,0.006314855870663553
-0.499656,-3.92,-3.9151715693195936,3.26,3.2907589092141727,-0.006666666666666667,0.006254047986920253
-0.499648,-3.92,-3.915503792898421,3.3,3.290043019743532,0.006666666666666667,0.006195618375602268
-0.49964,-3.92,-3.915849467549792,3.3,3.28933149967558,0.006666666666666667,0.006140975830036159
-0.499632,-3.88,-3.916204262236948,3.26,3.2886384655751,0.006666666666666667,0.006091520152300408
-0.499624,-3.92,-3.916563325903331,3.3,3.2879772071830864,0.006666666666666667,0.006048603712993229
-0.499616,-3.92,-3.9169213688287634,3.3,3.2873598180538854,0.006666666666666667,0.0060134935493568915
-0.499608,-3.92,-3.917272765763899,3.26,3.286796862446573,0.006666666666666667,0.0059873343827552
-0.4996,-3.92,-3.917611677228325,3.3,3.2862970878872595,0.006666666666666667,0.005971112993764265
-0.499592,-3.92,-3.9179321833560072,3.3,3.285867192328489,0.006666666666666667,0.005965624603474832
-0.499584,-3.92,-3.918228424185876,3.26,3.2855116545701,0.006666666666666667,0.005971442152370856
-0.499576,-3.92,-3.918494740856663,3.26,3.2852326364352047,0.006666666666666667,0.0059888896204051524
-0.499568,-3.92,-3.9187258130130793,3.26,3.285029964797945,0.006666666666666667,0.006018020789966095
-0.49956,-3.92,-3.918916788518703,3.3,3.2849011997922073,-0.006666666666666667,0.006058605093733196
-0.499552,-3.92,-3.9190634022497166,3.26,3.2848417913645447,0.006666666666666667,0.0061101222900364
-0.499544,-3.92,-3.919162081324008,3.26,3.284845320566412,0.006666666666666667,0.0061717674098562625
-0.499536,-3.92,-3.9192100346153,3.3,3.284903816407701,0.006666666666666667,0.006242466560732619
-0.499528,-3.92,-3.919205324826764,3.3,3.285008134394905,0.006666666666666667,0.006320903024131408
-0.49952,-3.92,-3.919146921769413,3.26,3.285148378909813,0.006666666666666667,0.006405552189742052
-0.499512,-3.92,-3.9190347358253113,3.3,3.2853143488552554,0.006666666666666667,0.006494723503776481
-0.499504,-3.92,-3.9188696308930018,3.3,3.2854959850126098,0.006666666666666667,0.006586607608293269
-0.499496,-3.92,-3.9186534164321034,3.3,3.2856837977747206,0.006666666666666667,0.0066793269569120906
-0.499488,-3.92,-3.918388818565562,3.3,3.285869254853152,0.006666666666666667,0.006770988288984807
-0.49948,-3.92,-3.9180794305816296,3.3,3.2860451107303867,0.006666666666666667,0.006859735408065511
-0.499472,-3.92,-3.917729643622615,3.3,3.2862056634417764,0.006666666666666667,0.006943800740375726
-0.499464,-3.92,-3.9173445588730416,3.26,3.286346929137216,0.006666666666666667,0.007021554144584005
-0.499456,-3.92,-3.916929883183637,3.3,3.2864667296705714,0.006666666666666667,0.007091547405996146
-0.499448,-3.92,-3.916491810806402,3.34,3.2865646921389926,0.006666666666666667,0.007152552777248455
-0.49944,-3.92,-3.9160368947847295,3.3,3.2866421616729653,0.02,0.007203593845149584
-0.499432,-3.88,-3.915571912495248,3.26,3.2867020313986814,0.006666666666666667,0.007243967029488152
-0.499424,-3.92,-3.9151037305327487,3.3,3.2867484981306463,0.006666666666666667,0.0072732524123816445
-0.499416,-3.92,-3.9146391738091726,3.3,3.286786758246631,0.006666666666666667,0.007291313516381307
-0.499408,-3.92,-3.9141849019377495,3.26,3.286822662706948,0.006666666666666667,0.0072982868249695625
-0.4994,-3.92,-3.9137472935218054,3.3,3.286862352192962,0.006666666666666667,0.007294562724702481
-0.499392,-3.92,-3.913332337514357,3.26,3.2869118938025603,0.006666666666666667,0.0072807598733808975
-0.499384,-3.92,-3.9129455311821815,3.26,3.286976940303392,0.006666666666666667,0.007257694924408654
-0.499376,-3.92,-3.9125917859220314,3.3,3.287062431196739,0.006666666666666667,0.0072263493231245245
-0.499368,-3.88,-3.912275344406395,3.26,3.2871723514312228,0.006666666666666667,0.007187834658071582
-0.49936,-3.88,-3.9119997145082888,3.26,3.2873095589347487,0.006666666666666667,0.007143357822243043
-0.499352,-3.92,-3.9117676259807417,3.3,3.287475687023847,0.006666666666666667,0.00709418701974476
-0.499344,-3.92,-3.9115810136986338,3.26,3.2876711226066,0.006666666666666667,0.007041619445112834
-0.499336,-3.92,-3.911441026747659,3.3,3.2878950559099445,0.006666666666666667,0.006986951268385535
-0.499328,-3.92,-3.91134805822508,3.3,3.2881455926364804,0.006666666666666667,0.006931450381175128
-0.49932,-3.92,-3.911301788756425,3.3,3.288419915862854,0.006666666666666667,0.0068763321991746305
-0.499312,-3.92,-3.9113012377675576,3.26,3.288714483327064,0.006666666666666667,0.0068227386760470335
-0.499304,-3.92,-3.9113448192290847,3.3,3.289025246005404,0.006666666666666667,0.006771720563281766
-0.499296,-3.88,-3.91143040171492,3.3,3.2893478749817913,0.006666666666666667,0.006724222850698256
-0.499288,-3.88,-3.9115553753472736,3.3,3.2896779842000288,0.006666666666666667,0.006681073242712341
-0.49928,-3.92,-3.9117167293420025,3.3,3.290011336755749,0.006666666666666667,0.006642973465717508
-0.499272,-3.92,-3.9119111421682535,3.3,3.290344023218636,0.006666666666666667,0.006610493161038467
-0.499264,-3.92,-3.9121350821322984,3.3,3.290672602837888,0.006666666666666667,0.006584066094606603
-0.499256,-3.92,-3.9123849119454546,3.3,3.290994201900989,0.006666666666666667,0.0065639884071942625
-0.499248,-3.92,-3.912656988999188,3.3,3.291306567220908,0.006666666666666667,0.006550418635874193
-0.49924,-3.92,-3.9129477539877935,3.26,3.2916080763078295,0.006666666666666667,0.006543379256275307
-0.499232,-3.92,-3.9132538029428736,3.3,3.2918977088276424,0.006666666666666667,0.00654275952395688
-0.499224,-3.92,-3.91357194054602,3.3,3.2921749856977014,0.006666666666666667,0.006548319429479782
-0.499216,-3.88,-3.913899215286965,3.3,3.292439882153068,0.006666666666666667,0.006559694623113793
-0.499208,-3.92,-3.9142329392150086,3.26,3.292692720102768,0.006666666666666667,0.006576402209174481
-0.4992,-3.92,-3.9145706959204087,3.34,3.292934044444032,0.006666666666666667,0.0065978473543604685
-0.499192,-3.92,-3.914910339504021,3.3,3.293164488129566,0.006666666666666667,0.006623330696881049
-0.499184,-3.92,-3.9152499854685288,3.3,3.2933846315165334,0.006666666666666667,0.006652056581477808
-0.499176,-3.92,-3.9155879933390785,3.26,3.2935948633417054,0.006666666666666667,0.006683142177685438
-0.499168,-3.92,-3.9159229412176217,3.26,3.2937952536281343,0.006666666666666667,0.006715627563100147
-0.49916,-3.92,-3.9162535939220606,3.3,3.293985450937273,0.006666666666666667,0.006748486868543636
-0.499152,-3.88,-3.9165788680339046,3.3,3.294164615108899,0.006666666666666667,0.006780640586637465
-0.499144,-3.92,-3.916897798370764,3.26,3.2943313919833974,0.006666666666666667,0.006810969138576471
-0.499136,-3.92,-3.917209510289304,3.3,3.2944839311124294,0.006666666666666667,0.006838327775307957
-0.499128,-3.92,-3.917513200340948,3.3,3.294619943140457,0.006666666666666667,0.006861562858764933
-0.49912,-3.92,-3.917808124972796,3.3,3.294736790326639,0.006666666666666667,0.0068795295265472525
-0.499112,-3.92,-3.91809359484086,3.3,3.294831601166804,0.006666666666666667,0.006891110690191386
-0.499104,-3.92,-3.9183689717086625,3.3,3.2949013988040528,0.006666666666666667,0.0068952372540397955
-0.499096,-3.92,-3.918633665373576,3.3,3.294943233302523,0.006666666666666667,0.006890909370264811
-0.499088,-3.92,-3.9188871288338554,3.3,3.294954309379331,0.006666666666666667,0.006877218467793991
-0.49908,-3.92,-3.9191288506314703,3.3,3.294932103087731,0.006666666666666667,0.006853369711112166
-0.499072,-3.92,-3.919358343924417,3.3,3.294874462876199,0.006666666666666667,0.006818704461962216
-0.499064,-3.92,-3.919575132361268,3.3,3.294779692365116,0.006666666666666667,0.006772722235983471
-0.499056,-3.92,-3.919778733254448,3.3,3.294646614096419,0.006666666666666667,0.0067151015707985675
-0.499048,-3.92,-3.919968638881621,3.26,3.294474615375601,0.006666666666666667,0.006645719155762884
-0.49904,-3.92,-3.920144296991092,3.3,3.294263678799689,0.006666666666666667,0.006564666520541499
-0.499032,-3.92,-3.9203050917522377,3.3,3.2940144003976606,0.006666666666666667,0.006472263544074173
-0.499024,-3.92,-3.9204503264804744,3.3,3.293727997044534,0.006666666666666667,0.006369068031639995
-0.499016,-3.92,-3.920579209483509,3.3,3.2934063027856046,0.006666666666666667,0.006255880619991632
