Time (s),CH1_Raw (V),CH1_Filtered (V),CH2_Raw (V),CH2_Filtered (V),CH4_Raw (V),CH4_Filtered (V)
-1.0,-3.72,-3.720252415378096,3.1,3.100401068933738,-0.0033333333333333335,-0.003244842726211829
-0.999984,-3.72,-3.719950459266784,3.1,3.103488726589823,0.0033333333333333335,-0.002588156243023895
-0.999968,-3.72,-3.719642140603532,3.1,3.106527816655812,0.0033333333333333335,-0.0019373789332064939
-0.999952,-3.72,-3.7193308035897426,3.14,3.1094950809842903,0.0033333333333333335,-0.0012988686391198232
-0.999936,-3.72,-3.7190198393593192,3.1,3.112368030059882,0.0033333333333333335,-0.0006787450930719334
-0.99992,-3.72,-3.718712649873864,3.1,3.1151252588823723,0.0033333333333333335,-8.275905058442746e-05
-0.999904,-3.72,-3.718412609434528,3.1,3.1177467541493598,0.0033333333333333335,0.00048382242320129006
-0.9998880000000001,-3.72,-3.718123023293223,3.1,3.1202141908238725,0.0033333333333333335,0.0010163115888164776
-0.999872,-3.72,-3.7178470832137873,3.14,3.1225112149113863,0.0033333333333333335,0.001510675175269204
-0.999856,-3.72,-3.717587820316065,3.14,3.124623705800731,-0.0033333333333333335,0.001963588904549285
-0.99984,-3.72,-3.717348056130113,3.14,3.1265400075435386,0.0033333333333333335,0.002372472279978105
-0.999824,-3.72,-3.717130353489852,3.14,3.128251116428305,0.0033333333333333335,0.0027355051331204357
-0.999808,-3.72,-3.716936969700448,3.14,3.12975081338873,0.0033333333333333335,0.003051627576767393
-0.999792,-3.68,-3.716769815256448,3.14,3.131035733474995,0.0033333333333333335,0.0033205248572271656
-0.9997760000000001,-3.72,-3.7166304219076656,3.14,3.1321053692354006,0.0033333333333333335,0.003542598428881097
-0.99976,-3.72,-3.7165199232935033,3.14,3.132962009303226,0.0033333333333333335,0.0037189245420450818
-0.999744,-3.72,-3.716439049213661,3.14,3.1336106174260547,0.0033333333333333335,0.0038512016805167487
-0.999728,-3.72,-3.716388131688692,3.1,3.1340586605744645,0.01,0.003941688207563327
-0.999712,-3.72,-3.716367118925666,3.14,3.134315897350536,0.0033333333333333335,0.003993131595904054
-0.999696,-3.72,-3.7163755929558664,3.1,3.134394138939236,0.0033333333333333335,0.0040086907632197214
-0.99968,-3.72,-3.7164127875710062,3.14,3.1343069935604766,0.0033333333333333335,0.003991853404768847
-0.9996640000000001,-3.72,-3.71647760447532,3.14,3.134069601920192,0.0033333333333333335,0.00394635068699279
-0.999648,-3.72,-3.71656862692868,3.14,3.133698366773711,0.0033333333333333335,0.0038760719803565204
-0.999632,-3.72,-3.716684131510815,3.14,3.133210676119349,-0.0033333333333333335,0.0037849823323073566
-0.999616,-3.72,-3.7168220999779984,3.18,3.132624618032523,0.0033333333333333335,0.0036770451438810207
-0.9996,-3.68,-3.716980234442128,3.14,3.131958686199227,0.0033333333333333335,0.0035561520268841736
-0.999584,-3.72,-3.7171559799148777,3.1,3.1312314787445747,0.0033333333333333335,0.003426061072416352
-0.999568,-3.72,-3.7173465578520815,3.1,3.1304613982556213,0.0033333333333333335,0.0032903439107915566
-0.9995520000000001,-3.72,-3.717549012226388,3.14,3.1296663657085686,0.0033333333333333335,0.003152341268806022
-0.999536,-3.72,-3.717760266666184,3.1,3.1288635623561905,0.0033333333333333335,0.003015126375080629
-0.99952,-3.72,-3.717977188967855,3.1,3.1280692106518577,0.0033333333333333335,0.0028814754529184663
-0.999504,-3.72,-3.718196658635288,3.14,3.1272983998234194,0.0033333333333333335,0.002753844547402741
-0.999488,-3.72,-3.718415633549752,3.14,3.1265649557748207,0.0033333333333333335,0.0026343520014034593
-0.999472,-3.72,-3.718631212656231,3.14,3.1258813496487465,0.0033333333333333335,0.002524766013764457
-0.999456,-3.72,-3.718840692313482,3.14,3.125258635922248,0.0033333333333333335,0.0024264968809825705
-0.9994400000000001,-3.72,-3.7190416146347984,3.14,3.1247064106750315,0.0033333333333333335,0.002340593739026081
-0.999424,-3.72,-3.7192318067446672,3.1,3.124232783535452,0.0033333333333333335,0.0022677458816347394
-0.999408,-3.72,-3.7194094103945625,3.1,3.123844361046716,-0.0033333333333333335,0.0022082890220876438
-0.999392,-3.72,-3.719572901821111,3.14,3.1235462425456184,0.0033333333333333335,0.002162217124013754
-0.999376,-3.72,-3.7197211020949936,3.14,3.1233420304338777,-0.0033333333333333335,0.002129200511452689
-0.99936,-3.72,-3.719853178503109,3.1,3.1232338551541767,0.0033333333333333335,0.0021086107368879846
-0.999344,-3.72,-3.719968637734308,3.14,3.1232224133474102,0.0033333333333333335,0.002099552143265945
-0.9993280000000001,-3.72,-3.7200673118056695,3.1,3.123307017179336,0.0033333333333333335,0.0021008993934091744
-0.999312,-3.72,-3.720149337777415,3.14,3.123485653178099,0.0033333333333333335,0.0021113397276786247
-0.999296,-3.72,-3.72021513236606,3.14,3.1237550489056636,-0.0033333333333333335,0.0021294185300873843
-0.99928,-3.72,-3.720265362583538,3.14,3.124110745419133,0.0033333333333333335,0.0021535868810016985
-0.999264,-3.72,-3.7203009135108767,3.1,3.12454717390397,0.0033333333333333335,0.002182249882290129
-0.999248,-3.72,-3.720322854264844,3.14,3.1250577368107053,0.0033333333333333335,0.0022138144390510066
-0.999232,-3.72,-3.720332403140711,3.1,3.125634896500741,0.0033333333333333335,0.0022467349465192022
-0.9992160000000002,-3.72,-3.720330892819851,3.14,3.1262702761246364,0.0033333333333333335,0.002279555224087324
-0.9992,-3.72,-3.720319736422556,3.1,3.126954777363607,0.0033333333333333335,0.002310945196255615
-0.999184,-3.72,-3.7203003950695033,3.1,3.127678718146348,0.0033333333333333335,0.002339731163137896
-0.999168,-3.72,-3.720274347494176,3.14,3.1284319909549625,0.0033333333333333335,0.002364918902790873
-0.999152,-3.72,-3.720243062127512,3.14,3.1292042387751873,0.0033333333333333335,0.0023857092452168206
-0.999136,-3.72,-3.720207971958639,3.14,3.129985041521112,0.0033333333333333335,0.00240150614408353
-0.99912,-3.72,-3.7201704523649086,3.14,3.1307641025069506,0.0033333333333333335,0.0024119176479251133
-0.9991040000000002,-3.72,-3.7201318020030474,3.14,3.1315314238857375,-0.0033333333333333335,0.0024167505293035897
-0.999088,-3.72,-3.7200932267630766,3.14,3.1322774619199207,0.0033333333333333335,0.002415999610830243
-0.999072,-3.72,-3.720055826709245,3.14,3.1329932561932368,0.0033333333333333335,0.0024098329053099106
-0.999056,-3.72,-3.720020585868397,3.14,3.1336705302988284,0.0033333333333333335,0.002398573487035282
-0.99904,-3.72,-3.719988364676556,3.14,3.134301764737481,0.0033333333333333335,0.002382678671829488
-0.999024,-3.72,-3.719959894858925,3.1,3.134880245622148,0.0033333333333333335,0.002362716881604372
-0.999008,-3.72,-3.7199357764966887,3.14,3.135400094968494,0.0033333333333333335,0.0023393426443272217
-0.9989920000000002,-3.72,-3.719916477025104,3.14,3.135856289104877,0.0033333333333333335,0.002313270455738625
-0.998976,-3.72,-3.719902331910384,3.14,3.1362446706050204,-0.0033333333333333335,0.0022852485692679185
-0.99896,-3.72,-3.719893546766348,3.14,3.13656195697648,0.0033333333333333335,0.0022560340690997924
-0.998944,-3.72,-3.7198902006942274,3.14,3.1368057477980895,-0.0033333333333333335,0.0022263706723310785
-0.998928,-3.72,-3.7198922506585586,3.1,3.1369745318789963,0.0033333333333333335,0.0021969704632485206
-0.998912,-3.72,-3.719899536746877,3.14,3.137067696511544,0.0033333333333333335,0.0021685001964998367
-0.998896,-3.72,-3.719911788199061,3.14,3.137085540505936,0.0033333333333333335,0.002141572113026633
-0.9988800000000002,-3.72,-3.7199286301314474,3.14,3.137029290629307,0.0033333333333333335,0.0021167386680105327
-0.998864,-3.72,-3.7199495909195615,3.14,3.1369011181189315,-0.0033333333333333335,0.0020944903601090056
-0.998848,-3.72,-3.719974110239251,3.14,3.136704149775438,0.0033333333333333335,0.0020752559265317023
-0.998832,-3.72,-3.720001547797559,3.14,3.1364424676193385,0.0033333333333333335,0.0020594042635336393
-0.998816,-3.72,-3.720031192810021,3.14,3.1361210917695135,0.0033333333333333335,0.002047247330036055
-0.9988,-3.72,-3.720062274298732,3.14,3.135745942336892,0.0033333333333333335,0.0020390430708783994
-0.998784,-3.72,-3.7200939722942072,3.14,3.135323777392657,0.0033333333333333335,0.0020349973194815196
-0.998768,-3.72,-3.7201254300226174,3.14,3.1348621054332138,0.0033333333333333335,0.0020352638435851317
-0.998752,-3.72,-3.7201557671477503,3.14,3.134369072245838,0.0033333333333333335,0.0020399421023400244
-0.998736,-3.72,-3.720184094113287,3.14,3.1338533236994857,0.0033333333333333335,0.002049072759354514
-0.99872,-3.72,-3.720209527595744,3.1,3.1333238477031835,0.0033333333333333335,0.002062631483893081
-0.998704,-3.72,-3.720231207031528,3.14,3.1327898000511234,-0.0033333333333333335,0.0020805220500737286
-0.998688,-3.72,-3.720248312123651,3.14,3.1322603193553293,-0.0033333333333333335,0.00210257014128155
-0.998672,-3.72,-3.720260081165359,3.14,3.131744335290989,0.0033333333333333335,0.0021285193960176667
-0.998656,-3.72,-3.720265829940384,3.14,3.1312503727755736,0.0033333333333333335,0.002158030884330118
-0.99864,-3.72,-3.720264970874141,3.14,3.1307863541209664,0.0033333333333333335,0.002190686438098484
-0.998624,-3.72,-3.7202570320185986,3.1,3.130359402401776,0.0033333333333333335,0.002225995484358162
-0.998608,-3.72,-3.720241675357835,3.14,3.129975651443495,0.0033333333333333335,0.002263404659241013
-0.998592,-3.72,-3.7202187138236016,3.14,3.129640069412512,-0.0033333333333333335,0.002302309558726458
-0.998576,-3.72,-3.7201881263129777,3.14,3.129356303150862,0.0033333333333333335,0.0023420682451443246
-0.99856,-3.72,-3.720150069906192,3.1,3.1291265498349388,0.0033333333333333335,0.002382016260269654
-0.998544,-3.72,-3.7201048883944066,3.14,3.128951462528577,0.0033333333333333335,0.0024214827489397535
-0.998528,-3.72,-3.720053116147728,3.1,3.1288300967293807,0.0033333333333333335,0.002459806998418385
-0.998512,-3.72,-3.719995476285608,3.14,3.1287599047585366,0.0033333333333333335,0.0024963545226693007
-0.998496,-3.76,-3.71993287211676,3.1,3.128736783033641,0.0033333333333333335,0.00253053190458809
-0.99848,-3.68,-3.719866371190816,3.14,3.12875517434207,0.0033333333333333335,0.00256179987475468
-0.998464,-3.72,-3.719797182463592,3.1,3.1288082239450707,0.0033333333333333335,0.0025896844252664697
-0.998448,-3.72,-3.7197266287299167,3.14,3.1288879850244573,-0.0033333333333333335,0.0026137860636602623
-0.998432,-3.72,-3.719656117328961,3.14,3.1289856657351764,0.0033333333333333335,0.0026337875370149966
-0.998416,-3.72,-3.7195871113540977,3.14,3.1290919072861407,0.0033333333333333335,0.0026494603735555777
-0.9984,-3.72,-3.719521102027755,3.1,3.129197080791324,0.0033333333333333335,0.0026606703211973855
-0.998384,-3.72,-3.7194595818271647,3.14,3.129291590574456,0.0033333333333333335,0.0026673813482517355
-0.998368,-3.72,-3.7194040176638423,3.14,3.1293661724017943,0.0033333333333333335,0.0026696575872176553
-0.998352,-3.72,-3.719355823515152,3.14,3.1294121754600095,0.0033333333333333335,0.0026676625871863867
-0.998336,-3.72,-3.7193163320851026,3.14,3.1294218167906385,0.0033333333333333335,0.0026616554170264843
-0.99832,-3.72,-3.7192867652729102,3.14,3.129388397637866,0.0033333333333333335,0.002651983404293905
-0.998304,-3.72,-3.7192682034496656,3.14,3.1293064735354297,0.0033333333333333335,0.002639071546481819
-0.998288,-3.72,-3.719261553782887,3.14,3.1291719734904695,0.0033333333333333335,0.0026234088835503204
-0.998272,-3.72,-3.719267518102656,3.14,3.1289822675652124,0.0033333333333333335,0.0026055323751358107
-0.998256,-3.72,-3.7192865610676655,3.1,3.128736186115056,0.0033333333333333335,0.002586009083785597
-0.99824,-3.72,-3.7193188796607375,3.14,3.1284339975195747,0.0033333333333333335,0.0025654177281922803
-0.998224,-3.72,-3.7193643753169607,3.1,3.1280773536361983,-0.0033333333333333335,0.0025443309289207706
-0.998208,-3.72,-3.71942263025868,3.14,3.1276692126108294,-0.0033333333333333335,0.002523299655663579
-0.998192,-3.72,-3.7194928898754096,3.1,3.1272137471162,0.0033333333333333335,0.0025028413138046017
-0.998176,-3.72,-3.719574053238543,3.14,3.126716243402132,0.0033333333333333335,0.0024834323733591373
-0.99816,-3.72,-3.7196646740753714,3.1,3.1261829935764687,0.0033333333333333335,0.00246550550425772
-0.998144,-3.72,-3.7197629747401177,3.14,3.125621180663256,0.0033333333333333335,0.002449450250571984
