Time (s),CH1_Raw (V),CH1_Filtered (V),CH2_Raw (V),CH2_Filtered (V),CH3_Raw (V),CH3_Filtered (V),CH4_Raw (V),CH4_Filtered (V)
-1.0,-9.36,-9.359104889446982,9.120000000000001,9.121213793133144,-0.003148148148148148,-0.003144419772022751,-0.0006666666666666668,-0.0006710973188654608
-0.999984,-9.36,-9.360212803740456,9.120000000000001,9.116606945332851,-0.003148148148148148,-0.0031290874468074444,0.0,-0.0005857610486067343
-0.999968,-9.36,-9.361295948713604,9.040000000000001,9.112027726543268,-0.003148148148148148,-0.0031143433048618444,-0.0006666666666666668,-0.0004997910774138241
-0.999952,-9.44,-9.36233603008344,9.120000000000001,9.107548495883439,-0.0027777777777777775,-0.003100217468010431,0.0006666666666666668,-0.0004140502232533576
-0.999936,-9.36,-9.36331694554636,9.040000000000001,9.10323741748833,-0.003148148148148148,-0.003086731345678197,0.0,-0.0003293992789589238
-0.99992,-9.36,-9.364225346945405,9.040000000000001,9.09915665330283,-0.0027777777777777775,-0.0030738977024593462,-0.0006666666666666668,-0.0002466807884138913
-0.999904,-9.36,-9.365051098215234,9.040000000000001,9.095360783837629,-0.003148148148148148,-0.0030617210060226345,0.0,-0.00016670388216537247
-0.9998880000000001,-9.36,-9.365787614023002,9.120000000000001,9.091895508147486,-0.003148148148148148,-0.003050198056289477,0.0,-9.023046524330362e-05
-0.999872,-9.36,-9.366432069394326,9.040000000000001,9.088796658974456,-0.003148148148148148,-0.0030393188586623444,0.0,-1.7962953573251792e-05
-0.999856,-9.44,-9.366985472466991,9.040000000000001,9.086089553313968,-0.0027777777777777775,-0.003029067677843181,0.0006666666666666668,4.9466290523149216e-05
-0.99984,-9.44,-9.367452592646455,9.120000000000001,9.083788685332241,-0.003148148148148148,-0.003019424201851935,0.0006666666666666668,0.00011150369812213132
-0.999824,-9.36,-9.367841738647437,9.040000000000001,9.08189775817491,-0.003148148148148148,-0.0030103647514482007,0.0,0.00016768132757334332
-0.999808,-9.36,-9.36816438840716,9.040000000000001,9.080410042564951,-0.003148148148148148,-0.0030018634760410486,0.0006666666666666668,0.000217621795381374
-0.999792,-9.36,-9.368434685092117,9.040000000000001,9.079309042460944,-0.0027777777777777775,-0.0029938934825631276,0.0,0.00026104142090513957
-0.9997760000000001,-9.36,-9.368668825477672,9.040000000000001,9.078569440578496,-0.003148148148148148,-0.0029864278571797524,-0.0006666666666666668,0.0002977518119994736
-0.99976,-9.36,-9.368884373940826,9.120000000000001,9.078158287469618,-0.0027777777777777775,-0.0029794405603374833,0.0,0.00032766018740325466
-0.999744,-9.36,-9.36909953648844,9.040000000000001,9.078036386722637,-0.003148148148148148,-0.0029729071913266753,0.0,0.0003507687286596145
-0.999728,-9.36,-9.369332427138302,9.120000000000001,9.078159818255294,-0.003148148148148148,-0.002966805622496738,0.0,0.00036717316733871004
-0.999712,-9.36,-9.369600355828599,9.120000000000001,9.078481534789256,-0.0027777777777777775,-0.0029611165024178944,0.0006666666666666668,0.00037706066443947737
-0.999696,-9.36,-9.369919163683928,9.120000000000001,9.078952964707133,-0.0027777777777777775,-0.0029558236323510363,0.0013333333333333335,0.0003807068806450718
-0.99968,-9.36,-9.37030262803056,9.120000000000001,9.079525557613753,-0.0027777777777777775,-0.002950914231196037,0.0,0.0003784720231309049
-0.9996640000000001,-9.36,-9.370761956024353,9.120000000000001,9.080152216960691,-0.003148148148148148,-0.0029463791063010602,0.0006666666666666668,0.000370795621747518
-0.999648,-9.36,-9.371305382118301,9.120000000000001,9.08078857626594,-0.003148148148148148,-0.0029422127295265694,0.002,0.00035818983606413076
-0.999632,-9.36,-9.371937880835151,9.040000000000001,9.08139408982937,-0.003148148148148148,-0.0029384131905200624,-0.0013333333333333335,0.00034123119490118655
-0.999616,-9.36,-9.372661002400369,9.120000000000001,9.08193292301472,-0.0027777777777777775,-0.0029349819888371564,0.0006666666666666668,0.00032055078944398746
-0.9996,-9.36,-9.373472834704227,9.120000000000001,9.082374638882602,-0.0027777777777777775,-0.0029319236473728744,0.0,0.000296823052400136
-0.999584,-9.36,-9.374368090769027,9.040000000000001,9.082694686032912,-0.0027777777777777775,-0.002929245166684644,0.0013333333333333335,0.0002707533195616368
-0.999568,-9.36,-9.375338316365392,9.040000000000001,9.082874697784144,-0.003148148148148148,-0.0029269553636185543,0.0013333333333333335,0.00024306437247787583
-0.9995520000000001,-9.36,-9.376372207618063,9.120000000000001,9.082902616363258,-0.0027777777777777775,-0.0029250641327888795,-0.0013333333333333335,0.00021448215905603624
-0.999536,-9.36,-9.377456023333975,9.040000000000001,9.082772656696477,-0.003148148148148148,-0.0029235816472143778,0.0013333333333333335,0.00018572095358669396
-0.99952,-9.36,-9.37857407134362,9.120000000000001,9.082485121779277,-0.0027777777777777775,-0.0029225174969904144,0.0006666666666666668,0.0001574683400078128
-0.999504,-9.44,-9.379709242461358,9.120000000000001,9.082046077397795,-0.003148148148148148,-0.002921879763029497,-0.0006666666666666668,0.00013037051605378753
-0.999488,-9.44,-9.380843560542402,9.120000000000001,9.081466891525858,-0.0027777777777777775,-0.0029216740326680974,-0.0006666666666666668,0.0001050184921909116
-0.999472,-9.44,-9.38195871488088,9.040000000000001,9.080763645208313,-0.003148148148148148,-0.0029219023780740422,0.0,8.193580682543378e-05
-0.999456,-9.36,-9.38303654502128,9.120000000000001,9.079956427337715,-0.0027777777777777775,-0.002922562333468348,-0.0006666666666666668,6.156837740267198e-05
-0.9994400000000001,-9.36,-9.38405945876312,9.040000000000001,9.079068533255013,-0.0027777777777777775,-0.002923645921948208,-0.0006666666666666668,4.427702093700808e-05
-0.999424,-9.36,-9.385010777722659,9.120000000000001,9.078125593192414,-0.003148148148148148,-0.002925138794276652,0.0,3.0333019346607333e-05
-0.999408,-9.44,-9.385875014806572,9.040000000000001,9.077154659624652,-0.0027777777777777775,-0.002927019545866298,-0.0013333333333333335,1.9916916081146637e-05
-0.999392,-9.36,-9.386638091068008,9.120000000000001,9.076183283583292,-0.0027777777777777775,-0.0029292592736237955,-0.0006666666666666668,1.3120531521838336e-05
-0.999376,-9.44,-9.387287498148183,9.040000000000001,9.075238610478024,-0.003148148148148148,-0.0029318214260871446,0.0,9.95197143104759e-06
-0.99936,-9.36,-9.387812411710833,9.040000000000001,9.074346526567943,-0.0027777777777777775,-0.00293466199149922,0.0013333333333333335,1.034317116250822e-05
-0.999344,-9.36,-9.388203763222496,9.040000000000001,9.073530887356055,-0.0027777777777777775,-0.0029377300584291105,0.0,1.4159297535148213e-05
-0.9993280000000001,-9.36,-9.388454280624744,9.040000000000001,9.072812857193842,-0.0027777777777777775,-0.0029409687721458073,0.0006666666666666668,2.1209192485251452e-05
-0.999312,-9.44,-9.388558509866685,9.040000000000001,9.072210383621192,-0.0027777777777777775,-0.0029443166943219456,0.0006666666666666668,3.125604537988623e-05
-0.999296,-9.36,-9.388512827314237,9.040000000000001,9.071737820411533,-0.003148148148148148,-0.002947709546064343,0.0,4.4027605220317836e-05
-0.99928,-9.36,-9.388315449190143,9.120000000000001,9.071405701680888,-0.0027777777777777775,-0.0029510822735591973,0.0013333333333333335,5.922542189281074e-05
-0.999264,-9.44,-9.387966441185682,9.040000000000001,9.071220658072408,-0.003148148148148148,-0.0029543713342586016,0.0006666666666666668,7.653279079685095e-05
-0.999248,-9.36,-9.387467729982612,9.120000000000001,9.07118545725727,-0.0027777777777777775,-0.002957517074200205,-0.0006666666666666668,9.562126353784244e-05
-0.999232,-9.36,-9.38682311762828,9.040000000000001,9.071299146517712,-0.003148148148148148,-0.0029604660569976715,0.0,0.0001161557837836608
-0.9992160000000002,-9.36,-9.386038298985229,9.120000000000001,9.071557274946612,-0.003148148148148148,-0.002963173205731195,0.0,0.0001377986844510498
-0.9992,-9.36,-9.385120881179725,9.040000000000001,9.071952175108189,-0.003148148148148148,-0.0029656036260738124,-0.0006666666666666668,0.00016021288436816699
-0.999184,-9.44,-9.384080400507811,9.120000000000001,9.072473287152336,-0.0027777777777777775,-0.0029677339963782128,0.0,0.00018306462032874812
-0.999168,-9.36,-9.382928326442206,9.040000000000001,9.073107511599732,-0.003148148148148148,-0.0029695534420072184,0.0006666666666666668,0.00020602596799896764
-0.999152,-9.44,-9.381678036978384,9.120000000000001,9.073839580144803,-0.003148148148148148,-0.002971063849919577,0.0,0.00022877728816132515
-0.999136,-9.36,-9.380344747792691,9.120000000000001,9.074652436926801,-0.003148148148148148,-0.002972279613528134,0.0006666666666666668,0.00025100962714542176
-0.99912,-9.44,-9.378945380310672,9.040000000000001,9.075527626337118,-0.0027777777777777775,-0.0029732268266929786,0.0,0.0002724270381426927
-0.9991040000000002,-9.36,-9.37749835931133,9.040000000000001,9.076445688346528,-0.003148148148148148,-0.002973941978232625,0.0,0.00029274878123666207
-0.999088,-9.36,-9.376023337392205,9.040000000000001,9.077386567806382,-0.0027777777777777775,-0.002974470234098332,0.0006666666666666668,0.00031171137700206097
-0.999072,-9.44,-9.37454085022685,9.040000000000001,9.078330046875774,-0.003148148148148148,-0.0029748634214737685,0.0006666666666666668,0.00032907049826319084
-0.999056,-9.36,-9.373071912024644,9.120000000000001,9.079256206450433,-0.0027777777777777775,-0.0029751778405449915,0.0006666666666666668,0.00034460268146805506
-0.99904,-9.36,-9.37163756485292,9.040000000000001,9.080145913908686,-0.0027777777777777775,-0.0029754720294342786,0.0006666666666666668,0.00035810684904901574
-0.999024,-9.36,-9.370258399455418,9.120000000000001,9.080981324875934,-0.0027777777777777775,-0.0029758045996896437,-0.0006666666666666668,0.0003694056831206381
-0.999008,-9.36,-9.368954068901434,9.040000000000001,9.081746379926631,-0.003148148148148148,-0.002976232240003155,0.0,0.0003783469667510026
-0.9989920000000002,-9.36,-9.3677428181733,9.120000000000001,9.082427274021622,-0.0027777777777777775,-0.002976807950708242,0.0,0.00038480505854503357
-0.998976,-9.36,-9.366641051691168,9.120000000000001,9.083012875619731,-0.003148148148148148,-0.002977579528718653,0.0006666666666666668,0.000388682637164744
-0.99896,-9.36,-9.365662957822686,9.040000000000001,9.083495072765514,-0.003148148148148148,-0.0029785882877148206,0.0006666666666666668,0.0003899127455032477
-0.998944,-9.36,-9.36482020613418,9.120000000000001,9.083869025300931,-0.003148148148148148,-0.002979867982425626,0.0,0.0003884610392804935
-0.998928,-9.36,-9.36412173018148,9.120000000000001,9.08413330570893,-0.0027777777777777775,-0.0029814439114666945,0.0,0.0003843280645830101
-0.998912,-9.28,-9.363573605972196,9.120000000000001,9.084289915063025,-0.003148148148148148,-0.0029833321975832627,0.0013333333333333335,0.0003775513621383945
-0.998896,-9.36,-9.363179033104815,9.120000000000001,9.0843441651683,-0.0027777777777777775,-0.002985539276317042,0.0006666666666666668,0.0003682071895392058
-0.9988800000000002,-9.36,-9.362938420422749,9.120000000000001,9.084304424922145,-0.0027777777777777775,-0.002988061647619134,0.0,0.0003564116524888847
-0.998864,-9.36,-9.362849569818069,9.040000000000001,9.084181739063293,-0.0027777777777777775,-0.0029908859487538754,0.0,0.00034232106501836025
-0.998848,-9.36,-9.362907942173191,9.040000000000001,9.083989338969582,-0.003148148148148148,-0.0029939893881417838,-0.0006666666666666668,0.00032613141749776977
-0.998832,-9.44,-9.363106981696877,9.120000000000001,9.083742074278435,-0.0027777777777777775,-0.002997340541182748,0.0013333333333333335,0.00030807686712669923
-0.998816,-9.36,-9.363438471391943,9.040000000000001,9.083455797576212,-0.003148148148148148,-0.003000900461371002,0.0013333333333333335,0.0002884271322369599
-0.9988,-9.36,-9.363892893618083,9.040000000000001,9.083146732028851,-0.003148148148148148,-0.0030046240194052474,0.002,0.0002674836053592994
-0.998784,-9.36,-9.364459775041079,9.120000000000001,9.082830846339924,-0.003148148148148148,-0.003008461360311319,0.0006666666666666668,0.00024557400832311946
-0.998768,-9.36,-9.36512800228172,9.120000000000001,9.08252325531684,-0.003148148148148148,-0.003012359367011459,-0.0013333333333333335,0.0002230455787911588
-0.998752,-9.36,-9.365886099830036,9.120000000000001,9.082237659028962,-0.0027777777777777775,-0.0030162630382171295,0.0,0.0002002570658620816
-0.998736,-9.44,-9.366722463696032,9.040000000000001,9.081985831416295,-0.003148148148148148,-0.0030201167223898083,0.0,0.00017757007501125545
-0.99872,-9.36,-9.367625544433533,9.040000000000001,9.081777172141416,-0.003148148148148148,-0.003023865182500787,-0.0006666666666666668,0.0001553404026648036
-0.998704,-9.36,-9.368583974622506,9.040000000000001,9.08161834099471,-0.003148148148148148,-0.003027454486411349,0.0006666666666666668,0.000133909927549408
-0.998688,-9.36,-9.369586640241756,9.120000000000001,9.081512996486804,-0.0027777777777777775,-0.003030832728702982,-0.0006666666666666668,0.00011359947294647489
-0.998672,-9.36,-9.37062270104833,9.040000000000001,9.081461656200878,-0.003148148148148148,-0.0030339506031801956,-0.0006666666666666668,9.470290643722418e-05
-0.998656,-9.44,-9.371681568897491,9.120000000000001,9.081461688488961,-0.0027777777777777775,-0.0030367618610851656,0.0006666666666666668,7.748262209416919e-05
-0.99864,-9.36,-9.372752853925014,9.040000000000001,9.081507437990672,-0.003148148148148148,-0.003039223696370001,-0.0006666666666666668,6.216643541709393e-05
-0.998624,-9.36,-9.373826289127608,9.040000000000001,9.08159048344782,-0.003148148148148148,-0.003041297089705757,0.0,4.89458014408854e-05
-0.998608,-9.36,-9.374891646577918,9.040000000000001,9.081700023834944,-0.003148148148148148,-0.003042947124996366,0.0006666666666666668,3.797515457491689e-05
-0.998592,-9.36,-9.37593866234667,9.040000000000001,9.081823384725393,-0.0027777777777777775,-0.0030441432802982963,0.0006666666666666668,2.9372085837939905e-05
-0.998576,-9.36,-9.376956988992426,9.120000000000001,9.08194662881279,-0.003148148148148148,-0.003044859696985298,0.0006666666666666668,2.3218037168546375e-05
-0.99856,-9.36,-9.377936192569805,9.120000000000001,9.082055243300992,-0.003148148148148148,-0.003045075440345103,0.0,1.955922717481621e-05
-0.998544,-9.36,-9.37886580644466,9.040000000000001,9.08213486633911,-0.003148148148148148,-0.0030447747697161937,-0.0013333333333333335,1.8407636035070682e-05
-0.998528,-9.36,-9.379735448327581,9.120000000000001,9.082172009045612,-0.0027777777777777775,-0.003043947436391866,0.0006666666666666668,1.9742022277196304e-05
-0.998512,-9.36,-9.380535000562462,9.120000000000001,9.082154729761823,-0.0027777777777777775,-0.003042589031191783,0.0006666666666666668,2.350903849307383e-05
-0.998496,-9.36,-9.38125484696704,9.120000000000001,9.082073220532832,-0.003148148148148148,-0.0030407014077439886,0.0,2.9624520434740655e-05
-0.99848,-9.44,-9.381886152554051,9.120000000000001,9.081920270794857,-0.0027777777777777775,-0.0030382931959710624,-0.0013333333333333335,3.797499546433454e-05
-0.998464,-9.36,-9.382421165993588,9.120000000000001,9.08169158081034,-0.003148148148148148,-0.0030353803861422157,0.0,4.841945484754895e-05
-0.998448,-9.36,-9.382853520266595,9.120000000000001,9.081385908378893,-0.003148148148148148,-0.0030319869198746447,0.0006666666666666668,6.079144034138936e-05
-0.998432,-9.44,-9.383178505695486,9.120000000000001,9.081005045727725,-0.003148148148148148,-0.00302814518882886,0.0006666666666666668,7.490144918224483e-05
-0.998416,-9.44,-9.383393290629602,9.040000000000001,9.080553637626249,-0.003148148148148148,-0.0030238963256402807,0.0,9.053957779794707e-05
-0.9984,-9.36,-9.383497067486305,9.040000000000001,9.08003886517309,-0.003148148148148148,-0.0030192901788661914,0.0006666666666666668,0.0001074782879373042
-0.998384,-9.44,-9.383491106583357,9.040000000000001,9.079470029924755,-0.003148148148148148,-0.0030143848918555093,-0.0006666666666666668,0.0001254752318901532
-0.998368,-9.44,-9.383378708344017,9.040000000000001,9.078858076803977,-0.003148148148148148,-0.003009246046457229,-0.0006666666666666668,0.0001442761712565666
-0.998352,-9.36,-9.383165054876605,9.120000000000001,9.078215090037315,-0.0027777777777777775,-0.0030039453783448993,0.0006666666666666668,0.0001636180901896661
-0.998336,-9.36,-9.382856972899647,9.120000000000001,9.077553786721328,-0.003148148148148148,-0.0029985591150389975,-0.0006666666666666668,0.0001832325915977951
-0.99832,-9.36,-9.38246263024778,9.040000000000001,9.07688702305933,-0.003148148148148148,-0.0029931660229344705,0.0006666666666666668,0.00020284957796056668
-0.998304,-9.36,-9.381991195318514,9.040000000000001,9.076227323689166,-0.0027777777777777775,-0.002987845270966588,0.0013333333333333335,0.00022220110595261462
-0.998288,-9.36,-9.381452490135693,9.120000000000001,9.075586445084296,-0.0027777777777777775,-0.0029826742298498282,0.0,0.00024102522465219
-0.998272,-9.36,-9.38085666336423,9.040000000000001,9.074974985640669,-0.003148148148148148,-0.0029777263320394432,0.0,0.00025906959988717423
-0.998256,-9.36,-9.380213902235477,9.040000000000001,9.074402054348397,-0.0027777777777777775,-0.0029730691143349097,0.0006666666666666668,0.0002760947941993972
-0.99824,-9.36,-9.379534194199236,9.120000000000001,9.073875007240542,-0.0027777777777777775,-0.0029687625474357497,-0.0006666666666666668,0.00029187716696814353
-0.998224,-9.44,-9.378827141174519,9.040000000000001,9.073399257635696,-0.0027777777777777775,-0.0029648577296246463,0.0006666666666666668,0.00030621141982024066
-0.998208,-9.36,-9.378101822371821,9.040000000000001,9.072978163006962,-0.003148148148148148,-0.0029613959899146064,0.0006666666666666668,0.0003189128133435057
-0.998192,-9.36,-9.377366697354232,9.120000000000001,9.072612988338895,-0.0027777777777777775,-0.002958408407714112,0.0006666666666666668,0.00032981904427832506
-0.998176,-9.36,-9.376629540248436,9.040000000000001,9.072302943177464,-0.003148148148148148,-0.00295591571502383,0.0,0.00033879174142541717
-0.99816,-9.36,-9.375897397172196,9.120000000000001,9.072045287099224,-0.003148148148148148,-0.0029539285163161775,0.0006666666666666668,0.00034571754835826976
-0.998144,-9.44,-9.375176558839584,9.040000000000001,9.071835496712106,-0.0027777777777777775,-0.0029524477502143056,0.0006666666666666668,0.00035050880932944013
-0.998128,-9.44,-9.374472538119134,9.040000000000001,9.071667487472547,-0.003148148148148148,-0.0029514653257050184,0.0,0.0003531039307781696
-0.9981120000000001,-9.36,-9.3737900412332,9.040000000000001,9.071533884718287,-0.0027777777777777775,-0.0029509648866212716,0.0,0.000353467535676661
-0.998096,-9.36,-9.373132925301443,9.120000000000001,9.07142633788084,-0.0027777777777777775,-0.002950922679879357,0.0,0.00035159055843052745
-0.99808,-9.36,-9.372504144042969,9.120000000000001,9.071335868426306,-0.003148148148148148,-0.002951308514363406,0.0006666666666666668,0.000347490430251014
-0.998064,-9.36,-9.371905692827081,9.040000000000001,9.071253237781645,-0.0027777777777777775,-0.0029520867938696315,-0.0006666666666666668,0.0003412114629789289
-0.998048,-9.36,-9.371338568948142,9.040000000000001,9.071169320444977,-0.003148148148148148,-0.0029532175933370424,0.0,0.0003328254619437497
-0.998032,-9.36,-9.370802762279805,9.040000000000001,9.071075470584775,-0.003148148148148148,-0.0029546577334328278,0.0006666666666666668,0.0003224325040829306
-0.998016,-9.36,-9.370297287801057,9.120000000000001,9.070963873576854,-0.0027777777777777775,-0.002956361805172778,0.0006666666666666668,0.0003101617109785846
-0.9980000000000001,-9.36,-9.369820267106212,9.120000000000001,9.070827873102916,-0.003148148148148148,-0.002958283107854892,0.0013333333333333335,0.00029617174223961934
-0.997984,-9.36,-9.369369061727168,9.040000000000001,9.070662261171503,-0.0027777777777777775,-0.0029603744856749664,0.0013333333333333335,0.00028065068261312604
-0.997968,-9.36,-9.368940457014292,9.040000000000001,9.070463517670184,-0.003148148148148148,-0.002962589070503086,-0.0006666666666666668,0.00026381504910118604
-0.997952,-9.36,-9.368530891431709,9.120000000000001,9.070229989471642,-0.0027777777777777775,-0.0029648809521534603,0.0,0.0002459078019035565
-0.997936,-9.36,-9.368136722412837,9.040000000000001,9.069962003289824,-0.003148148148148148,-0.0029672058029952815,0.0,0.0002271954332268498
-0.99792,-9.36,-9.367754516383185,9.120000000000001,9.06966190824678,-0.0027777777777777775,-0.0029695214852262434,-0.0006666666666666668,0.00020796432941264957
-0.997904,-9.36,-9.367381347181569,9.120000000000001,9.069334044537703,-0.0027777777777777775,-0.002971788668696687,0.0013333333333333335,0.0001885166019382244
-0.9978880000000001,-9.36,-9.367015083890609,9.040000000000001,9.06898463674503,-0.0027777777777777775,-0.00297397148207585,0.0006666666666666668,0.0001691654963730524
-0.997872,-9.44,-9.3666546461345,9.040000000000001,9.068621615677348,-0.003148148148148148,-0.002976038203292016,0.0,0.0001502304009974261
-0.997856,-9.44,-9.366300203036547,9.040000000000001,9.068254379575956,-0.003148148148148148,-0.002977961962742105,-0.0006666666666666668,0.0001320314603271663
-0.99784,-9.36,-9.365953293483743,9.040000000000001,9.067893510265348,-0.003148148148148148,-0.0029797213956731182,0.0,0.00011488385626220557
-0.997824,-9.36,-9.365616852591199,9.120000000000001,9.067550459033798,-0.0027777777777777775,-0.002981301160768909,0.002,9.909188225997149e-05
-0.997808,-9.36,-9.365295141585786,9.040000000000001,9.067237211428042,-0.003148148148148148,-0.0029826922523660325,0.0,8.494294970107737e-05
-0.997792,-9.36,-9.36499359078803,9.120000000000001,9.06696593397176,-0.0027777777777777775,-0.0029838920619306513,-0.0006666666666666668,7.270167042079805e-05
-0.9977760000000001,-9.36,-9.364718573014896,9.040000000000001,9.066748602954227,-0.003148148148148148,-0.002984904168163434,-0.0013333333333333335,6.260422548349949e-05
-0.99776,-9.36,-9.364477126843124,9.120000000000001,9.066596616700393,-0.003148148148148148,-0.002985737844068878,0.0006666666666666668,5.485332969900761e-05
-0.997744,-9.36,-9.36427664822948,9.040000000000001,9.066520396585114,-0.003148148148148148,-0.0029864072706848564,-0.0006666666666666668,4.9614122627460916e-05
-0.997728,-9.36,-9.364124567210377,9.120000000000001,9.066528986827299,-0.003148148148148148,-0.002986930455706305,0.0,4.701121110280608e-05
-0.997712,-9.36,-9.364028024612631,9.040000000000001,9.066629668068584,-0.0027777777777777775,-0.002987327881379928,0.0,4.712692253605679e-05
-0.997696,-9.36,-9.363993562004769,9.040000000000001,9.06682760464528,-0.003148148148148148,-0.0029876209471344306,0.0006666666666666668,5.000068693675352e-05
-0.99768,-9.36,-9.364026836488483,9.040000000000001,9.067125549567978,-0.0027777777777777775,-0.002987830313239599,0.0,5.5629377221088633e-05
-0.9976640000000001,-9.36,-9.364132370355122,9.040000000000001,9.067523632849744,-0.0027777777777777775,-0.002987974276602579,0.0,6.39684019615622e-05
-0.997648,-9.36,-9.364313344090743,9.040000000000001,9.068019256289585,-0.0027777777777777775,-0.0029880673121163753,0.0006666666666666668,7.493336028620252e-05
-0.997632,-9.36,-9.364571439683358,9.040000000000001,9.068607111086527,-0.003148148148148148,-0.0029881188928134335,0.0,8.840211843192786e-05
-0.997616,-9.36,-9.364906739641539,9.040000000000001,9.069279325343441,-0.003148148148148148,-0.002988132663294644,0.0,0.00010421722692389915
-0.9976,-9.36,-9.365317685548245,9.040000000000001,9.07002573823008,-0.0027777777777777775,-0.0029881059971557217,0.0006666666666666668,0.00012218865567184778
-0.997584,-9.36,-9.365801098319634,9.120000000000001,9.070834287100476,-0.0027777777777777775,-0.0029880299400649193,-0.0006666666666666668,0.00014209687850755837
-0.997568,-9.36,-9.3663522605873,9.040000000000001,9.071691483991208,-0.003148148148148148,-0.0029878895306823168,-0.0013333333333333335,0.00016369637809221505
-0.9975520000000001,-9.36,-9.366965059745082,9.120000000000001,9.072582950281513,-0.0027777777777777775,-0.0029876644854139245,0.0013333333333333335,0.00018671964325743157
-0.997536,-9.36,-9.367632188170951,9.120000000000001,9.073493974613156,-0.003148148148148148,-0.0029873302153622084,0.0006666666666666668,0.0002108816673953932
-0.99752,-9.36,-9.368345394923193,9.040000000000001,9.074410060012815,-0.0027777777777777775,-0.002986859119150399,0.0,0.00023588484248041
